,0,1
0,合龈间隙的距离(occluso gingival space)_离散,6.652474720596061e-05
1,近远中间隙的距离(mesio distal space distance)_离散,0.00019957424161788184
2,近远中间隙的距离(mesio distal space distance)_连续,3.326237360298031e-05
3,龈退缩(gingival recession)_离散,3.326237360298031e-05
4,龈退缩(gingival recession)_连续,-0.00019957424161788184
5,覆盖(上颌牙切缘到下牙唇面的水平距离不大于3mm覆盖正常.大于3mm为深覆盖(overjet))_离散,-3.326237360298031e-05
6,牙体断面与牙龈相对位置(gingival position of fracture)_离散,0.00014968068121341138
7,牙体断面与牙龈相对位置(gingival position of fracture)_连续,-1.6631186801490153e-05
8,根分歧处透射影(furcation imaging)_离散,4.989356040447046e-05
9,与合平面的关系(relationship with the occlusal plane)_离散,-0.00023283661522086215
10,缺失(is missing),0.007184672698243746
11,牙体缺损(tooth defect),-0.0012473390101117616
12,残冠(residual crown),-4.989356040447046e-05
13,残根(residual root),-0.0019458488557743481
14,叩诊(percussion),-0.000432410856838744
15,牙体断面位置(position of fracture),-0.00041577967003725383
16,龋损(caries),-0.0012639701969132517
17,充填体是否存在(filling existance),-0.00011641830761043107
18,充填体材料种类(filling material),-0.00019957424161788184
19,修复体种类(restoration classification),-0.0005987227248536455
20,修复体材料(restoration material),-0.0004656732304417243
21,松动度(mobility),-0.002893826503459287
22,牙的位置(tooth position),0.0002494678020223523
23,牙相关影像-牙槽骨吸收情况(teeth related imaging),0.0010311335816923896
24,根尖周影像(apical root imaging),-0.0002827301756253326
25,根充影像(root canal filling imaging),-0.0005155667908461948
26,修复体边缘(restoration margins),-0.00013304949441192123
27,探诊(exploration probing),-3.326237360298031e-05
28,楔状缺损(wedge shaped defect),-0.0003991484832357637
29,充填体边缘(filling margins),9.978712080894092e-05
30,继发龋(secondary caries),-3.326237360298031e-05
31,悬突(overhang),-0.00019957424161788184
32,崩瓷(porcelain fracture),-0.0002494678020223523
33,牙龈红肿(gingival swollen),-0.00013304949441192123
34,牙龈瘘管(gingival fistula),0.0
35,覆合(上牙切缘盖过下切牙切三分之一以内为正常.超过此范围为深覆合(overbite)),0.00029936136242682276
36,反合(下牙位于上牙唇侧的为前牙反合(crossbite)),-0.0002494678020223523
37,对刃,-9.978712080894092e-05
38,咬合紧(tight bite),-1.6631186801490153e-05
39,牙间隙(diastema),-0.00014968068121341138
40,近中根牙槽骨牙槽骨吸收(absorption near mesial root),-8.315593400745077e-05
41,远中根牙槽骨牙槽骨吸收(absorption near distal root),8.315593400745077e-05
42,桩核影像学(post imaging),-3.326237360298031e-05
43,根管影像(root canal imaging),-0.000216205428419372
44,根周膜影像(periodontal membrane imaging),0.0001829430548163917
45,根长影像(length of root imaging),-0.0002827301756253326
46,阻生齿(impaction),-0.00011641830761043107
47,固位(retention of existed fixed restorations),0.00011641830761043107
48,缺牙部位剩余牙槽嵴情况(residual ridge conditions),0.0019125864821713677
49,松软牙槽嵴(soft flabby ridges),0.00011641830761043107
50,黏膜疼痛 增生 肿胀 溃疡(pain hyperemization swollen and ucler),-0.00014968068121341138
51,骨突 骨尖(torus),0.000216205428419372
52,旧义齿人工牙合面磨耗情况(artificial tooth wear),-3.326237360298031e-05
53,0,-4.989356040447046e-05
54,1,-0.00011641830761043107
